"Date","Time","Pt.Conc","Lat","Long","Route","sheetname","Day","period","minute"
2025-08-25,16:28:35,68400,-36.8524491,174.7634308,"2.p1","Mon.PM","Mon","PM","(26.6,29.5]"
2025-08-25,15:54:32,119000,-36.8520223,174.7662898,"3","Mon.PM","Mon","PM","(53.1,56.1]"
2025-08-25,15:59:07,114000,-36.85059,174.7637848,"3","Mon.PM","Mon","PM","(56.1,59.1]"
